5000 24132
4420 1787 3
4420 2497 5
4420 3528 1
4420 3656 2
4420 4309 1
4420 4411 2
4421 77 2
4421 650 1
4421 1717 5
4421 1802 1
4421 1865 1
4421 1938 1
4421 2157 11
4421 2625 40
4421 2705 1
4421 3571 2
4422 678 5
4422 933 1
4422 1149 2
4422 1647 1
4422 1840 1
4422 2151 1
4422 3059 2
4422 4118 5
4423 169 1
4423 1486 1
4424 232 8
4424 1271 1
4424 1652 2
4424 2256 2
4424 2802 2
4424 3623 1
4425 1565 2
4425 1762 1
4426 180 5
4426 222 6
4426 2526 1
4427 3751 1
4427 4279 7
4427 4391 2
4428 181 2
4428 1193 2
4428 1281 1
4428 2806 34
4428 4263 2
4429 720 3
4429 1316 1
4429 2455 1
4429 3346 9
4429 4571 2
4430 498 1
4430 514 1
4430 1654 1
4430 2124 2
4430 2161 1
4430 3336 1
4431 2836 1
4431 3682 1
4431 3708 3
4431 4607 1
4432 446 1
4432 1020 1
4432 3216 1
4432 3684 1
4432 4324 1
4432 4488 5
4432 4781 3
4433 67 2
4433 1124 2
4433 1355 3
4433 1987 1
4434 463 2
4434 1305 4
4434 2613 1
4434 3268 1
4435 683 2
4435 1197 1
4435 1264 1
4435 1478 4
4435 1876 1
4435 3131 4
4435 4192 1
4436 2918 1
4436 3328 3
4436 4710 1
4437 1394 1
4439 103 3
4439 1271 5
4439 1664 3
4439 2580 1
4439 3421 1
4439 3787 1
4439 4487 1
4439 4744 1
4440 565 2
4440 585 6
4440 621 3
4440 1262 1
4440 3328 1
4440 4441 1
4441 294 1
4441 315 1
4441 392 7
4441 1329 3
4441 2170 1
4441 3169 3
4441 3222 1
4441 3686 4
4441 4128 1
4441 4205 1
4441 4936 11
4442 4647 2
4443 402 1
4443 4663 1
4444 991 10
4444 1464 1
4444 2409 2
4444 2560 2
4444 3864 3
4444 4327 1
4445 75 3
4445 141 2
4445 2651 1
4445 3562 1
4445 3615 1
4445 4355 3
4445 4454 1
4445 4589 3
4446 71 2
4446 2203 1
4446 3143 2
4446 3404 1
4446 3532 4
4446 3827 1
4446 4921 1
4447 7 1
4447 3181 3
4448 2349 1
4448 4135 6
4449 1351 3
4449 1555 1
4450 880 5
4450 1126 5
4450 1678 20
4450 1895 3
4450 2350 7
4450 3309 2
4451 2636 3
4451 3169 1
4451 3686 1
4451 4021 6
4451 4304 1
4452 93 11
4452 179 5
4452 2172 1
4452 3443 1
4453 316 1
4453 1761 1
4453 3274 2
4453 3518 1
4453 4449 1
4454 3849 1
4454 3865 8
4454 4370 1
4454 4698 1
4455 193 6
4455 2047 1
4455 2729 2
4455 4028 3
4455 4705 2
4456 298 1
4456 636 2
4456 1073 5
4456 2100 1
4456 2968 2
4456 3398 5
4457 2776 1
4457 3624 1
4457 3778 1
4458 1788 1
4458 1793 2
4458 2814 1
4458 2994 1
4458 3966 1
4458 4152 1
4459 102 9
4459 231 1
4459 2079 3
4459 2396 1
4459 3087 2
4459 3888 1
4459 4610 1
4459 4728 1
4460 2597 7
4460 2977 1
4460 3476 1
4460 4426 1
4461 484 1
4461 677 3
4461 1625 1
4461 1875 1
4461 2058 3
4461 4047 1
4462 3102 3
4462 3725 1
4462 4345 1
4463 1046 1
4463 2422 3
4463 3473 1
4463 3856 2
4464 1287 1
4464 3008 2
4464 4192 1
4465 633 3
4465 1148 1
4465 1589 9
4465 2732 6
4465 3158 1
4465 3721 2
4466 337 1
4466 2834 1
4466 3341 2
4466 3572 2
4466 3914 26
4466 3961 1
4466 4286 8
4467 2263 1
4467 3400 5
4468 275 10
4468 674 1
4468 854 9
4468 1900 1
4468 1977 5
4468 3825 7
4468 3956 7
4468 4721 1
4469 178 8
4469 193 2
4469 418 3
4469 833 1
4469 1342 1
4469 2730 1
4469 2968 1
4469 3776 3
4469 3891 4
4470 885 1
4470 2164 1
4470 2478 3
4470 4074 8
4471 44 1
4471 420 1
4471 757 1
4471 1122 1
4471 1198 2
4471 2174 12
4471 3260 1
4472 1867 1
4472 4522 1
4473 2044 2
4473 2898 1
4473 3049 1
4473 3659 1
4473 4333 7
4473 4797 7
4474 27 1
4474 406 1
4474 824 5
4474 3206 8
4475 936 1
4475 1065 3
4475 1246 5
4475 2212 3
4475 3758 1
4475 4715 2
4476 100 2
4476 385 1
4476 526 2
4476 647 1
4476 3410 1
4476 4216 1
4476 4636 10
4477 393 5
4477 449 2
4477 1789 1
4477 2312 5
4477 2576 1
4477 3197 2
4477 3786 4
4477 3842 1
4477 4180 8
4477 4320 6
4478 1134 3
4478 1385 1
4478 1541 1
4478 1827 4
4478 4393 1
4478 4992 3
4479 772 1
4479 2322 1
4479 2985 1
4479 3717 2
4479 4785 1
4480 124 5
4480 793 1
4480 1031 6
4480 3095 2
4480 3195 5
4480 3721 1
4480 4340 2
4480 4739 1
4481 328 1
4481 722 1
4481 989 1
4481 2792 1
4481 3859 1
4482 504 7
4482 1171 2
4482 1661 1
4482 1703 1
4482 3863 1
4483 664 2
4483 1799 3
4483 1848 1
4483 4280 1
4484 1241 1
4484 2459 1
4485 1351 1
4485 2014 5
4485 2518 1
4485 3409 13
4485 3844 1
4485 4692 1
4486 3194 3
4486 3609 1
4486 4446 1
4487 577 1
4487 2722 1
4487 3734 4
4487 3993 3
4487 4066 1
4487 4426 29
4488 514 1
4488 1107 1
4488 2856 9
4488 2925 1
4488 3181 2
4489 448 1
4489 2044 1
4489 2152 1
4489 4517 2
4490 1373 1
4490 2709 3
4491 860 6
4491 1595 1
4491 2784 1
4491 4573 2
4492 439 1
4492 552 3
4492 815 1
4492 1567 1
4492 1884 1
4492 2958 1
4492 3508 1
4492 3961 4
4492 4181 1
4493 1653 1
4493 1808 1
4493 2093 3
4493 2432 1
4493 2682 4
4493 3027 1
4493 4085 1
4494 1370 1
4494 2882 1
4494 3539 1
4494 3674 1
4495 116 1
4495 1720 1
4495 1818 1
4495 3752 1
4496 322 4
4496 1051 1
4496 1477 1
4496 2825 1
4496 3106 1
4496 3685 1
4497 3218 1
4497 4701 7
4498 589 1
4498 635 2
4498 803 1
4498 1493 5
4498 3751 1
4498 4551 1
4499 3496 1
4499 3722 1
4499 4411 10
4499 4669 1
4500 1656 1
4500 1728 1
4500 4048 1
4501 512 2
4501 1141 4
4501 1683 1
4501 2511 1
4501 4051 1
4501 4565 1
4502 681 1
4502 2123 1
4503 1004 2
4503 1417 1
4503 3317 5
4503 3591 2
4503 4795 2
4504 416 1
4504 462 1
4504 846 1
4504 1454 1
4504 1516 4
4504 2044 2
4504 2947 2
4504 3009 1
4504 4167 1
4505 164 12
4505 614 10
4505 823 3
4505 1154 1
4505 2206 5
4505 2358 2
4505 3886 1
4505 4871 2
4506 215 3
4506 1126 1
4506 2364 4
4507 4 3
4507 1227 1
4507 1463 1
4507 1529 1
4507 1898 1
4508 1133 1
4508 1908 1
4508 2280 4
4508 3596 8
4508 4264 1
4509 1079 1
4509 1215 1
4509 1365 1
4509 2595 1
4509 3126 1
4509 4171 4
4509 4894 1
4510 1956 2
4511 215 1
4511 514 8
4511 3472 2
4511 4061 3
4511 4224 1
4512 977 7
4512 1803 7
4512 2261 1
4512 2358 1
4512 2390 1
4512 2783 18
4512 2998 1
4512 4325 1
4513 1248 1
4513 2204 6
4513 4685 1
4514 196 1
4514 464 1
4514 989 3
4514 1041 6
4514 1081 4
4514 2711 2
4515 2476 3
4516 1954 2
4516 2160 1
4516 2354 1
4516 2878 1
4517 445 5
4517 1107 12
4517 1848 2
4517 4415 2
4518 909 2
4518 960 1
4518 1124 1
4518 2887 1
4519 922 1
4519 1536 1
4519 1597 1
4519 3514 1
4519 4319 2
4520 115 9
4520 1660 1
4520 2127 1
4520 3104 1
4520 3669 1
4520 4078 1
4520 4917 6
4521 529 1
4521 1156 1
4521 2146 1
4521 3477 1
4521 3981 1
4521 4558 1
4522 852 9
4522 3006 13
4522 3070 4
4522 3730 4
4522 4177 2
4522 4960 3
4523 1488 4
4523 1809 6
4523 2831 2
4523 3592 8
4523 4070 7
4523 4176 1
4524 61 5
4524 781 1
4524 1547 11
4524 1703 1
4524 2365 3
4524 3024 3
4524 3541 1
4524 3696 1
4524 4428 14
4525 2248 1
4525 2997 1
4525 3635 3
4525 4658 1
4526 1902 1
4526 3135 2
4526 3404 1
4526 3968 3
4526 4045 2
4526 4497 2
4527 1292 1
4527 1977 3
4527 2115 2
4527 2503 1
4527 2755 1
4527 2837 1
4527 3816 1
4528 1236 1
4528 2013 1
4528 2399 4
4529 3946 1
4529 4067 1
4529 4853 1
4530 360 3
4530 2878 1
4530 4847 1
4531 1550 6
4531 2926 1
4532 278 1
4532 931 3
4532 1643 1
4532 1898 1
4532 3683 1
4532 3901 6
4533 598 1
4533 2908 1
4534 96 5
4534 2395 1
4534 2590 1
4534 2792 1
4534 4336 11
4535 345 1
4535 3951 13
4535 4907 1
4536 2551 2
4536 4119 1
4536 4535 1
4537 139 1
4537 558 6
4537 1096 2
4537 2442 1
4537 2754 3
4537 2900 1
4537 3496 9
4538 406 2
4538 1956 5
4538 1984 2
4538 4154 2
4538 4910 7
4539 1306 1
4539 1553 12
4539 1992 1
4539 3055 1
4539 3184 1
4540 566 2
4540 2923 1
4540 3611 1
4540 3782 1
4541 230 1
4541 1202 3
4541 2014 1
4541 2106 2
4541 2899 1
4541 4182 3
4541 4314 4
4541 4653 1
4542 335 10
4542 598 8
4542 750 1
4542 917 3
4542 1057 1
4542 2434 1
4543 1425 3
4543 1615 3
4543 2021 3
4543 2687 1
4543 3547 5
4543 4392 16
4543 4441 2
4544 330 1
4544 1602 1
4544 2322 21
4544 4240 1
4544 4260 1
4545 245 1
4545 3776 1
4546 209 1
4546 493 8
4546 3911 1
4546 4827 3
4547 681 1
4547 1411 1
4547 2599 4
4547 4141 1
4547 4310 1
4547 4613 4
4547 4675 1
4548 1431 1
4548 1883 5
4548 3097 1
4548 3432 1
4549 907 1
4549 2873 6
4549 2940 1
4549 3381 1
4550 650 1
4550 1320 1
4550 2773 1
4550 3337 1
4550 4281 1
4550 4611 3
4551 3285 5
4551 3929 4
4551 4058 2
4551 4275 3
4551 4887 1
4552 91 1
4552 1066 7
4552 1559 4
4552 2969 1
4552 4882 1
4553 1502 10
4553 3462 1
4554 124 2
4554 2165 6
4554 4159 5
4554 4490 1
4555 46 2
4555 171 2
4555 262 2
4555 1299 1
4555 2007 3
4555 2954 2
4556 1335 1
4556 1488 3
4556 1781 1
4556 2207 1
4556 2919 8
4556 4108 15
4556 4921 7
4557 736 7
4557 1099 1
4557 2408 1
4557 3258 9
4557 3539 1
4558 618 1
4558 2295 1
4558 2597 1
4559 381 1
4559 432 1
4559 566 3
4559 710 2
4559 729 1
4559 1223 1
4559 1273 2
4559 3362 1
4559 3564 1
4560 700 1
4560 1394 2
4560 1909 3
4560 2343 1
4560 2389 1
4560 3916 7
4561 216 3
4561 1660 2
4561 2035 1
4561 2495 3
4561 3775 1
4562 263 1
4562 628 1
4562 1191 5
4562 1581 1
4562 2714 1
4562 3036 2
4562 3450 1
4562 4731 2
4563 1398 6
4563 1684 1
4563 2328 1
4563 4068 4
4564 1130 1
4564 4247 2
4565 980 1
4565 1365 1
4565 1633 1
4565 1776 1
4565 2203 2
4565 2671 1
4565 4120 3
4565 4456 2
4565 4695 5
4565 4949 3
4566 649 1
4566 1509 1
4566 1849 7
4567 1976 2
4567 2684 1
4567 4522 1
4568 1103 1
4568 1305 6
4568 1531 1
4568 2160 2
4568 2239 1
4568 3647 1
4569 1548 9
4569 2058 1
4569 3232 2
4569 3378 1
4569 4755 1
4570 176 1
4570 982 1
4570 2353 2
4570 2657 1
4570 2658 1
4570 3637 1
4570 3654 3
4571 482 1
4571 827 1
4571 840 3
4571 4462 1
4572 474 1
4572 662 1
4572 789 1
4572 954 2
4572 1438 2
4572 2460 1
4572 2638 1
4572 3337 1
4572 3358 4
4572 3815 1
4573 793 1
4573 1230 1
4573 1870 6
4573 4440 4
4574 2535 4
4574 3418 3
4574 4170 1
4575 171 1
4575 1228 2
4575 3003 3
4575 3643 5
4576 2523 3
4576 2829 3
4576 3886 6
4576 3985 1
4576 3991 1
4577 505 1
4577 632 1
4577 1535 9
4577 2017 1
4577 3453 16
4577 4716 1
4578 2971 3
4578 3093 1
4578 3296 13
4579 107 1
4579 122 2
4579 1476 4
4579 1786 1
4579 2269 1
4579 2745 2
4579 3480 1
4580 350 1
4580 1709 1
4580 3975 2
4581 121 3
4581 879 1
4581 1506 3
4581 2863 1
4581 3124 5
4582 1677 1
4582 3459 3
4582 3461 1
4583 858 1
4583 1221 3
4583 2345 1
4583 2393 1
4583 3610 3
4583 3805 1
4584 762 1
4584 937 1
4584 1872 2
4584 2442 32
4584 2794 4
4584 3688 1
4584 3733 7
4584 3795 11
4584 4243 3
4585 1045 16
4585 1540 1
4585 2565 3
4585 3348 1
4586 1868 2
4586 1969 2
4586 2748 1
4586 3678 2
4587 1083 1
4587 2869 1
4588 720 5
4588 806 4
4588 909 5
4588 993 4
4588 1970 1
4588 2828 1
4588 3941 1
4588 4418 2
4588 4611 1
4589 222 1
4589 639 1
4589 984 1
4589 2928 1
4589 3222 1
4590 1070 1
4590 1153 1
4590 2074 2
4590 2465 1
4592 963 2
4592 1300 4
4592 2082 1
4592 3994 1
4592 4192 4
4592 4294 5
4592 4479 9
4592 4517 1
4593 993 1
4593 2227 4
4593 2412 1
4593 3495 1
4594 96 1
4594 2436 2
4594 2441 1
4594 3254 1
4594 3974 1
4595 4406 2
4596 383 2
4596 2859 1
4596 3248 1
4596 3392 1
4596 3587 3
4596 3809 6
4597 1145 1
4597 1250 1
4597 2433 4
4597 3311 1
4598 55 19
4598 386 23
4598 1255 1
4598 1855 1
4598 2861 3
4598 3337 3
4598 3567 1
4598 3755 1
4598 4248 12
4599 44 23
4599 156 1
4599 163 1
4599 1660 1
4599 2816 4
4599 4170 1
4600 1492 1
4600 3417 1
4600 3934 2
4600 3944 5
4601 1393 1
4601 2136 5
4601 2182 1
4601 3290 2
4601 3744 4
4601 4703 1
4602 179 5
4602 1429 1
4602 2183 1
4602 3451 4
4602 3872 1
4602 4596 1
4603 176 1
4603 1537 2
4603 1592 3
4603 1937 1
4603 3729 3
4603 3921 2
4603 4516 2
4603 4865 9
4604 430 2
4604 840 1
4604 1107 11
4604 3853 1
4604 4034 3
4605 361 1
4605 856 4
4605 1136 1
4605 1922 1
4605 2392 1
4605 2623 1
4605 4008 3
4605 4305 2
4605 4390 1
4606 2032 3
4606 2101 7
4606 2136 1
4606 3497 1
4606 3650 8
4606 3667 1
4606 4625 3
4607 1295 4
4607 1448 2
4607 2306 2
4607 2566 1
4607 2985 4
4607 3050 1
4607 3834 1
4608 1770 1
4608 2734 1
4608 3232 8
4608 3700 1
4608 4578 3
4609 623 5
4609 692 1
4609 3164 11
4609 3315 2
4610 707 1
4610 984 1
4610 1438 1
4611 653 1
4611 1642 4
4611 2002 3
4611 2821 1
4611 3196 2
4611 3647 1
4611 4389 2
4612 1318 6
4612 2877 1
4613 656 1
4613 1544 1
4613 2156 1
4613 2330 1
4613 2754 1
4613 2993 10
4613 3350 1
4613 4722 2
4614 1954 1
4614 2370 1
4614 3260 10
4614 4491 1
4614 4543 1
4615 31 1
4615 2006 1
4615 2313 2
4615 3145 2
4615 3629 1
4615 3998 1
4615 4343 1
4615 4583 3
4616 985 1
4616 2569 3
4616 2987 1
4616 3230 2
4616 4373 10
4617 390 1
4617 1849 1
4617 2620 10
4617 3060 2
4617 4992 7
4618 69 2
4618 1255 4
4618 1410 11
4618 2330 8
4618 2739 1
4618 2747 1
4618 3394 1
4618 3419 2
4618 4262 3
4619 157 1
4619 3006 1
4619 3330 1
4619 3786 9
4619 4700 3
4619 4713 1
4620 670 14
4620 1719 1
4620 1931 1
4620 2005 1
4621 43 1
4621 1062 1
4621 1097 1
4621 2612 1
4621 2866 1
4621 3399 1
4622 69 1
4622 478 2
4622 1379 1
4622 1387 1
4622 1664 6
4622 1918 1
4622 2414 1
4622 4354 3
4623 416 13
4623 825 6
4623 3086 1
4623 3596 1
4623 3825 2
4623 4210 1
4623 4403 1
4624 220 3
4624 507 1
4624 1468 1
4624 2831 1
4624 3291 8
4624 4367 4
4624 4474 1
4624 4505 18
4625 654 3
4625 706 1
4625 1436 1
4625 3502 1
4626 3103 3
4626 4105 6
4626 4897 2
4627 1844 2
4627 1864 1
4627 2510 1
4627 3172 3
4627 4576 1
4628 1443 9
4628 4279 1
4629 1406 1
4629 3107 3
4629 3863 3
4629 4456 1
4629 4492 1
4630 1040 7
4630 2728 1
4630 3614 1
4630 4404 26
4630 4908 1
4631 1547 3
4631 3119 2
4631 3555 2
4631 4333 2
4632 1386 1
4632 1410 1
4632 1626 1
4632 3838 4
4633 1240 2
4634 0 1
4634 384 2
4634 770 12
4634 1138 1
4634 2280 1
4634 2574 4
4634 3468 1
4635 4908 2
4636 1698 1
4636 2703 2
4636 3105 1
4636 3216 1
4636 3847 1
4637 210 1
4637 811 3
4637 1026 2
4637 2066 1
4637 3303 1
4637 3949 1
4637 4059 1
4638 1493 1
4638 2938 1
4638 3084 1
4638 3358 5
4638 3548 2
4638 4025 7
4638 4232 1
4638 4965 1
4639 174 10
4639 846 1
4639 1824 1
4639 2962 2
4639 3807 2
4639 4315 1
4640 543 3
4640 3241 1
4640 4314 1
4641 363 1
4641 1803 3
4641 2062 4
4641 2531 2
4641 4507 1
4642 1378 1
4642 1519 1
4643 1034 6
4643 1670 2
4643 1820 1
4644 93 1
4644 1114 3
4644 2030 8
4644 2696 8
4645 471 1
4645 1321 4
4646 515 5
4646 1079 1
4646 2378 7
4646 3829 1
4646 4166 7
4647 1361 3
4647 4750 3
4648 676 1
4648 1575 2
4648 3904 1
4649 204 1
4649 269 6
4649 633 5
4649 889 1
4649 1410 1
4649 4063 4
4649 4606 5
4650 566 1
4650 917 1
4650 1817 2
4650 3939 1
4650 4047 5
4650 4087 3
4651 769 2
4651 1635 8
4651 2851 4
4651 3442 1
4651 3738 7
4651 4101 1
4651 4297 2
4651 4768 1
4652 180 4
4652 3960 1
4652 4949 4
4653 695 1
4653 3408 1
4653 3679 4
4653 3711 2
4654 437 1
4654 1638 1
4654 2527 3
4654 2584 12
4654 2999 1
4655 706 1
4655 2691 1
4655 3958 1
4655 4083 4
4656 368 8
4656 1576 1
4656 2637 5
4656 3090 2
4656 3170 1
4656 3656 5
4656 3747 8
4656 4191 1
4656 4563 1
4656 4988 2
4657 868 2
4657 3488 1
4657 3664 4
4657 4310 8
4657 4608 3
4658 196 1
4658 2243 1
4658 3333 1
4658 4558 1
4658 4589 1
4658 4622 11
4659 2003 7
4659 2173 4
4659 4971 1
4660 483 1
4660 1525 3
4660 2440 1
4660 2934 4
4660 3542 1
4660 3851 1
4660 4499 13
4661 1105 2
4661 1633 1
4661 2203 1
4662 1192 3
4662 1636 4
4662 1641 3
4662 2445 5
4662 4120 3
4663 247 9
4663 388 5
4663 1085 1
4663 1256 1
4663 1477 2
4663 1918 1
4663 3683 1
4663 3699 1
4664 1541 1
4664 1585 4
4664 1995 6
4664 2490 6
4665 110 1
4665 1198 1
4665 1401 1
4665 1635 1
4665 3286 2
4665 4493 2
4665 4874 1
4666 513 1
4666 1327 1
4666 1792 6
4666 2118 1
4666 2785 1
4666 4312 2
4666 4321 6
4666 4335 1
4667 589 2
4667 954 1
4667 1342 6
4667 2226 3
4667 4633 3
4668 3703 1
4668 4668 1
4669 1140 2
4669 2599 5
4669 4517 1
4669 4719 1
4670 1073 1
4670 2285 7
4670 2410 3
4670 2456 2
4670 4488 1
4670 4966 2
4671 1588 1
4671 2535 1
4671 3302 1
4671 4171 3
4671 4835 1
4672 68 1
4672 725 5
4672 2588 2
4672 2641 1
4672 2717 1
4672 3275 1
4672 3315 2
4672 3404 2
4673 180 2
4673 1166 1
4673 2009 1
4673 3671 12
4674 1365 1
4674 2186 1
4674 3964 5
4674 4235 28
4674 4290 1
4675 431 1
4675 1872 1
4675 1906 1
4675 4834 1
4676 681 6
4676 1271 1
4676 2244 2
4677 881 1
4677 2344 5
4677 3983 5
4678 402 1
4678 1008 3
4678 1231 1
4678 1923 8
4678 2068 1
4679 2404 8
4679 4000 1
4679 4284 1
4679 4396 1
4680 121 1
4680 704 1
4680 2713 1
4680 4063 3
4680 4243 15
4681 144 1
4681 409 1
4681 3301 1
4682 1510 3
4682 2591 2
4682 2596 2
4683 1826 1
4683 4502 2
4684 3012 1
4684 4374 3
4685 573 2
4685 645 1
4685 1609 2
4685 2263 2
4685 2726 2
4685 3407 1
4685 3742 1
4685 3842 1
4685 4341 2
4686 1017 18
4686 1723 5
4686 2017 1
4686 2327 1
4686 3271 2
4687 786 11
4687 2555 2
4687 3259 1
4687 3422 1
4688 1382 5
4688 4895 1
4689 973 1
4689 1392 1
4689 1791 2
4689 4274 7
4690 739 18
4690 2902 1
4690 3217 2
4691 445 1
4691 672 1
4691 1080 9
4691 1593 1
4691 2592 1
4692 431 3
4692 2054 5
4692 4589 1
4693 2248 1
4693 3931 1
4693 4174 1
4693 4504 2
4693 4511 7
4694 1831 1
4694 2543 5
4694 2783 2
4694 3561 2
4694 4907 1
4695 338 1
4695 3335 2
4696 2045 3
4696 3230 1
4696 4950 1
4697 974 1
4697 1571 1
4697 2275 2
4697 2901 1
4697 3427 1
4698 228 2
4698 1118 6
4698 3662 14
4699 62 8
4699 160 2
4699 1309 6
4699 1608 2
4699 2280 1
4699 3106 1
4699 4652 6
4700 2408 7
4700 2711 5
4700 3237 1
4700 3583 1
4700 4439 1
4701 781 1
4701 1055 2
4701 2529 2
4701 2622 11
4701 2745 4
4701 3272 1
4701 4342 1
4702 927 5
4702 4029 2
4702 4047 1
4703 706 1
4703 1322 1
4703 2259 2
4704 3629 1
4704 4223 1
4704 4586 11
4704 4814 2
4705 252 6
4705 741 1
4705 1123 2
4705 1408 4
4705 1694 1
4705 1756 1
4705 2292 1
4705 2532 1
4705 4229 5
4706 1343 3
4706 1595 1
4706 4502 2
4706 4833 1
4707 181 1
4707 614 2
4707 782 1
4707 1308 2
4707 2286 1
4707 2774 1
4707 3405 16
4708 337 9
4708 3213 1
4708 3326 4
4708 3920 2
4708 3948 1
4708 4278 1
4709 1000 1
4709 2549 2
4709 3534 1
4710 824 5
4710 1193 5
4710 1576 1
4710 3270 1
4710 3349 24
4711 26 1
4711 329 2
4711 1406 2
4711 1445 3
4712 1435 2
4712 1758 2
4712 1925 8
4712 2127 2
4712 2778 1
4712 3001 5
4712 3499 1
4712 4913 1
4713 604 3
4713 1384 1
4713 3073 1
4713 3318 1
4713 3660 2
4713 3724 1
4713 4291 3
4714 3373 1
4714 3818 1
4714 3969 1
4715 4090 1
4715 4969 6
4716 537 1
4716 1545 3
4716 1609 1
4716 2991 1
4716 3260 1
4716 4815 1
4717 43 1
4717 191 1
4717 589 1
4717 1194 1
4717 1982 2
4717 2312 1
4717 3044 5
4717 3111 4
4717 3785 4
4717 3981 9
4718 159 3
4718 184 8
4718 1342 2
4718 1524 1
4718 3024 1
4718 3699 25
4718 3775 1
4719 827 1
4719 1947 1
4719 2117 1
4719 4584 1
4719 4796 1
4720 2559 1
4720 2957 1
4720 4766 3
4721 550 1
4721 1087 3
4721 1217 1
4721 2663 4
4721 3831 2
4721 4178 9
4722 25 1
4722 859 4
4722 902 8
4722 3086 1
4722 4006 1
4722 4316 1
4722 4422 1
4723 2117 1
4723 3675 1
4724 142 1
4724 1149 1
4724 1823 1
4724 2374 1
4724 3947 1
4725 1135 8
4725 2244 1
4725 2660 4
4725 2836 2
4725 3252 3
4725 3359 1
4725 4187 11
4726 101 3
4726 1553 1
4726 2163 9
4726 3983 6
4727 1505 1
4727 2765 4
4727 2771 1
4727 3301 1
4727 4066 1
4728 365 2
4728 927 1
4728 1596 1
4728 1979 1
4728 2617 1
4728 2973 1
4728 3477 1
4729 267 8
4729 448 1
4729 1501 1
4729 1942 4
4729 2766 3
4729 4040 2
4729 4379 25
4729 4678 3
4729 4779 12
4729 4861 2
4730 914 1
4730 2927 13
4731 519 8
4731 1523 11
4731 2682 6
4731 4048 1
4731 4383 3
4731 4429 1
4732 1748 1
4732 2200 3
4732 4485 6
4733 198 4
4733 533 5
4733 1853 5
4733 2250 1
4733 3254 1
4733 4471 1
4734 150 1
4734 899 3
4734 1291 1
4734 1950 1
4734 3171 1
4734 3679 2
4734 4300 4
4735 3358 5
4735 3893 3
4735 4058 1
4736 1211 10
4736 3672 1
4736 4325 1
4737 1072 8
4737 3605 1
4737 4586 3
4738 105 1
4738 856 6
4738 909 1
4738 1472 1
4738 1480 1
4739 341 1
4739 888 7
4739 2667 1
4739 2788 1
4739 3943 3
4739 4461 1
4740 1028 1
4740 1438 1
4740 2138 2
4740 2312 4
4740 4141 2
4740 4142 4
4741 764 1
4741 1469 2
4741 1927 3
4741 3218 26
4741 3814 1
4742 1179 4
4742 2276 1
4742 2391 6
4742 4657 1
4743 725 1
4743 743 1
4743 1288 1
4743 2911 3
4743 2954 7
4743 4268 1
4743 4681 1
4743 4815 4
4744 3005 3
4744 3496 1
4745 189 32
4745 754 1
4745 1248 2
4745 1485 1
4745 3818 1
4745 4132 1
4745 4625 1
4745 4865 1
4746 555 1
4746 1413 1
4746 2276 1
4746 3289 1
4746 3623 3
4747 2883 6
4747 3455 1
4747 3774 2
4747 4219 1
4748 229 5
4748 1453 1
4748 1708 13
4748 2402 3
4748 4062 1
4749 530 15
4749 971 1
4749 1715 2
4749 2621 1
4749 3909 1
4749 4910 7
4750 1256 4
4751 1072 4
4751 2473 1
4751 3757 2
4751 3946 3
4752 828 4
4752 1376 6
4752 3227 1
4752 4430 1
4752 4890 2
4753 407 2
4753 4456 3
4753 4999 2
4754 12 1
4754 138 1
4754 2000 1
4754 2151 4
4754 2765 2
4754 3696 7
4755 1062 1
4755 2722 5
4755 3892 3
4756 601 3
4756 1489 1
4756 2924 2
4756 3868 1
4756 4214 4
4756 4303 1
4757 1096 1
4758 991 2
4758 1750 1
4758 1859 5
4758 3704 1
4759 757 1
4759 1178 1
4759 1587 3
4759 1954 2
4759 2063 7
4759 2157 3
4759 4682 6
4760 1033 1
4760 1585 1
4760 2394 1
4760 3346 7
4760 3394 2
4761 798 1
4761 1897 3
4761 2406 5
4761 3213 3
4761 3798 1
4761 3896 1
4761 4619 1
4762 585 12
4762 1274 1
4762 2666 3
4762 2788 1
4762 3433 1
4762 3923 1
4762 4489 1
4762 4741 2
4763 9 1
4763 1235 1
4763 3024 1
4763 4290 1
4764 379 1
4764 1820 1
4764 2073 6
4764 3392 3
4765 61 1
4765 515 4
4765 1094 4
4765 1245 1
4765 1331 2
4765 2577 1
4765 2909 1
4765 3071 1
4765 4677 5
4766 563 1
4766 939 1
4766 1667 8
4766 2043 1
4766 4968 19
4767 41 4
4767 797 2
4767 1214 4
4767 1608 1
4767 4703 1
4768 1315 1
4768 2055 3
4768 2641 1
4768 4815 11
4769 318 1
4769 691 1
4769 1455 1
4769 1926 6
4769 3249 2
4769 3283 1
4769 3628 1
4769 4824 1
4770 41 1
4770 1649 1
4770 2488 2
4770 2678 8
4770 3808 1
4770 4032 7
4770 4547 1
4771 475 1
4771 2101 1
4771 2128 1
4771 2390 1
4771 3421 3
4771 3733 1
4772 3446 1
4772 3737 1
4772 4361 1
4773 1446 1
4773 1927 1
4773 3778 4
4773 3983 1
4773 4058 1
4773 4243 1
4774 234 8
4774 2137 1
4774 2611 9
4774 2976 1
4774 3484 1
4774 4064 6
4774 4066 11
4775 734 1
4775 3098 1
4775 3464 3
4776 2384 5
4777 3998 1
4777 4858 1
4778 1414 1
4778 2346 1
4778 2431 2
4778 2806 1
4778 3516 6
4779 1937 7
4779 2024 4
4779 4559 1
4779 4634 5
4780 930 2
4780 1822 1
4780 2650 1
4780 3296 2
